frequency_rank,word,meaning,transliteration,menukad,part_of_speech,root
6260,בעין,in/with an eye,be'ayin,,,
6261,בעין,in/with the eye,ba'ayin,,,
6262,ריצת,run of,ritsat,,,
6263,סגורה,closed (f.s.),sgura,,,
6264,משתנים,variables / vary / change (m.pl.),mishtanim,,,
6265,מעריכים,estimate / value / appreciate (m.pl.),ma'arikhim,,,
6266,מחסה,shelter,makhase,,,
6267,למסקנה,to a conclusion,lemaskana,,,
6268,למסקנה,to the conclusion,lamaskana,,,
6269,לקום,to stand up / to wake up,lakum,,,
6270,לקדם,to promote / to welcome,lekadem,,,
6271,לבטל,to cancel,levatel,,,
6272,לסדרת,to a series of / to the series of,lesidrat,,,
6273,ובמשך,and during,uvemeshekh,,,
6274,ובשל,and because of,ubeshel,,,
6275,ובשל,and ripe,ubashel,,,
6276,ובשל,and cooked (m.s.),vebishel,,,
6277,עטיפת,wrapping of,atifat,,,
6278,אמיתית,real (f.s.),amitit,,,
6279,איטי,slow,iti,,,
6280,חלום,dream,khalom,,,
6281,חוקרי,investigators of / researchers of,khokrei,,,
6282,חוקר,investigator / researcher / investigates / researches / inquires (m.s.),khoker,,,
6283,אחיה,her brother,akhiha,,,
6284,אחוזים,percentage / possessed / stricken (m.pl.),akhuzim,,,
6285,כשלון,failure,kishalon,,,
6286,כשר,kosher,kasher,,,
6287,ככלי,as an article,kikhli,,,
6288,ככלי,as articles / as the articles of,kikhlei,,,
6289,כהונתו,his cadence / his tenure,kehunato,,,
6290,המודעות,the notices / the ads,hamoda'ot,,,
6291,המודעות,the awareness,hamuda'ut,,,
6292,המודעות,that are aware (f.pl.),hamuda'ot,,,
6293,המגן,the defender / the shield,hamagen,,,
6294,היציאה,the exit,hayetsi'a,,,
6295,השוטרים,the policemen,hashotrim,,,
6296,הפינוי,the eviction / the evacuation,hapinui,,,
6297,הפסידה,lost (f.s.),hifsida,,,
6298,החליפה,changed / replaced (f.s.),hekhlifa,,,
6299,ההוראה,the order / the instruction,hahora'a,,,
6300,הבולט,the protruding / that/who stands out (m.s.),habolet,,,
6301,הבכיר,the senior,habakhir,,,
6302,דווח,was reported,duvakh,,,
6303,דווח,report (m.s. imperative),davakh,,,
6304,במרחב,in space,bamerkhav,,,
6305,במרחב,in a space / in the space of,bemerkhav,,,
6306,בתחתית,at the bottom of,betakhtit,,,
6307,בתחתית,at the bottom / in the subway,batakhtit,,,
6308,בעומק,at a depth of,be'omek,,,
6309,בעומק,deep / at the depth,ba'omek,,,
6310,בהתנגדות,[in] a resistance / [in] an objection,behitnagdut,,,
6311,בהתנגדות,[in] the resistance / [in] the objection,bahitnagdut,,,
6312,בהוצאת,[in] an expense / in a removal / in an edition / published by,behotsa'at,,,
6313,בדעה,holds the opinion / in [clear] mind,bede'a,,,
6314,ספריו,his books,sfarav,,,
6315,נמלטו,escaped (pl.),nimletu,,,
6316,נועד,intended for / destined for / conferred (m.s.),no'ad,,,
6317,נעורים,youth,ne'urim,,,
6318,נטו,"net (weight, wages)",neto,,,
6319,נטו,they were inclined / they tended to / they were tilted,natu,,,
6320,משוריינות,shielded / armored / secured / iron-bound (f.pl.),meshuryanot,,,
6321,ארטילריה,artillery,artilerya,,,
6322,הקונפדרציה,the confederation,hakonfederatsya,,,
6323,האספקה,the supply,ha'aspaka,,,
6324,מפציצים,bombers / bomb (m.s.),maftsitsim,,,
6325,קיסרי,caesarian,keysari,,,
6326,בצי,in a navy / in an armada,betsi,,,
6327,בצי,in the navy / in the armada,batsi,,,
6328,להתקיף,to attack,lehatkif,,,
6329,המזוינת,the armed (f.s.),hamezuyenet,,,
6330,פקידים,clerks / officials,pkidim,,,
6331,פקודת,order of,pkudat,,,
6332,פצועים,injured (m.pl.),ptsu'im,,,
6333,משטרו,his regime / his reign,mishtaro,,,
6334,בכוחות,with powers / with forces,bekokhot,,,
6335,להוות,to be / to constitute,lehavot,,,
6336,שקדמו,that/who preceded (pl.),shekadmu,,,
6337,שנמצאו,that/who were found / that/who were [at],shenimtse'u,,,
6338,עצמאיות,independent (f.pl.),atsma'iyot,,,
6339,אצילים,aristocrats / noble (m.pl.),atsilim,,,
6340,העבירו,passed / transferred (pl.),he'eviru,,,
6341,ההנחה,the assumption / the discount,hahanakha,,,
6342,במושבות,in villages / in colonies,bemoshavot,,,
6343,במושבות,in the villages / in the colonies,bamoshavot,,,
6344,בהתקפה,in/under an attack,behatkafa,,,
6345,בהתקפה,in/under the attack,bahatkafa,,,
6346,מילימטרים,millimeters,milimetrim,,,
6347,להשמיד,to destroy,lehashmid,,,
6348,בכיבוש,[in] an occupation / by occupying,bekibush,,,
6349,בכיבוש,[by] the occupation,bakibush,,,
6350,רובי,rifles of,rovei,,,
6351,רובי,my rifle,rovi,,,
6352,נורו,were shot,noru,,,
6353,נשמר,is/was guarded / is/was kept / is/was protected (m.s.),nishmar,,,
6354,מודיעין,information / intelligence,modi'in,,,
6355,לחיל,to the forces of,lekheil,,,
6356,לחיל,to forces / to success,lekhayil,,,
6357,להחליט,to decide,lehakhlit,,,
6358,להבקיע,to score [a goal],lehavki'a,,,
6359,הקרויים,that/who are called (m.pl.),hakruyim,,,
6360,החשש,the worry / the fear,hakhashash,,,
6361,הסטודנטים,the students,hastudentim,,,
6362,ביחידות,in units / in squad,beyekhidot,,,
6363,ביחידות,in the units / in the squads,bayekhidot,,,
6364,בגלוי,openly,begalui,,,
6365,ציבורי,public,tsiburi,,,
6366,נדרשו,were required,nidreshu,,,
6367,מייסד,the founder,meyased,,,
6368,מילולית,verbally / literally,milulit,,,
6369,מקו,from a line / from the line of,mikav,,,
6370,מחוזות,districts,mekhozot,,,
6371,מדינית,political (f.s.),medinit,,,
6372,מטענים,cargoes / luggage / load,mit'anim,,,
6373,לפיו,according to him/it,lefiv,,,
6374,וליצור,and to create / and to make,velitsor,,,
6375,וחלקם,and some of them / and their part / and their share,vekhelkam,,,
6376,שעלתה,that/who went up / that/who climbed / that/who increased / that/who immigrated (f.s.),she'alta,,,
6377,קודמות,former / previous (f.pl),kodmot,,,
6378,פיגועי,the terrorist acts of,pigu'ei,,,
6379,כפולה,double / multiple,kfula,,,
6380,המוחלט,the total (m.s.),hamukhlat,,,
6381,התגובה,the response,hatguva,,,
6382,הנסיך,the prince,hanasikh,,,
6383,סבו,his grandfather,savo,,,
6384,סבו,encircled / rotate (pl.),savu,,,
6385,נתגלו,were discovered,nitgalu,,,
6386,נהרסו,were destroyed / were demolished,nehersu,,,
6387,מתוארים,are described (m.pl.),meto'arim,,,
6388,מתקני,installations of / devices of,mitkanei,,,
6389,מועמדים,applicants / candidates / nominees (m.pl.),mu'amadim,,,
6390,מכוסים,covered (m.pl.),mekhusim,,,
6391,מהעיר,from the city,meha'ir,,,
6392,מנהרה,tunnel,minhara,,,
6393,לבלתי,in order not,levilti,,,
6394,תעשיית,industry of,ta'asiyat,,,
6395,ובתי,and the houses of / and the homes of,uvatei,,,
6396,שליחים,messengers / delegates / couriers,shlikhim,,,
6397,שזכו,who won / who attained (pl.),shezakhu,,,
6398,קשורים,tied / linked / connected (m.pl.),kshurim,,,
6399,קהילות,communities,kehilot,,,
6400,עמודי,pages of / pillars of,amudei,,,
6401,אופיינית,characteristic (f.s.),ofyanit,,,
6402,חשיבה,thinking,khashiva,,,
6403,חזקות,strong (f.pl.) / powers (math.),khazakot,,,
6404,כבית,as a home,kevayit,,,
6405,המוקדמת,the early / the preliminary (f.s.),hamukdemet,,,
6406,המוכר,the known / the familiar,hamukar,,,
6407,המוכר,the seller / the salesman,hamokher,,,
6408,המשפיעים,that effect / that influence (m.pl.),hamashpi'im,,,
6409,האופן,the mode / the manner / the way,ha'ofen,,,
6410,האופן,the wheel,ha'ofan,,,
6411,הכותרת,the title,hakoteret,,,
6412,ההצעה,the proposal / the suggestion / the offer,hahatsa'a,,,
6413,הסיום,the end,hasiyum,,,
6414,הסיבוב,the rotation / the revolution,hasivuv,,,
6415,הנהרות,the rivers,haneharot,,,
6416,הנטייה,the inclination / the tendency / the tilt,hanetiya,,,
6417,דורות,generations,dorot,,,
6418,בעמק,in a valley,be'emek,,,
6419,בעמק,in the valley,ba'emek,,,
6420,טרופי,tropical (m.s.),tropi,,,
6421,רומן,love affair / novel,roman,,,
6422,צפיפות,density / crowding,tsfifut,,,
6423,סיפק,satisfied / supplies (m.s.),sipek,,,
6424,סם,drug,sam,,,
6425,נאסר,/ was forbidden / was imprisoned (m.s.),ne'esar,,,
6426,מלב,from a heart / from the heart of,milev,,,
6427,הרבני,the rabbinical,harabani,,,
6428,תהומי,abyssal / deep / bottomless,tehomi,,,
6429,שחקים,sky,shkhakim,,,
6430,השדרות,the boulevards,hasderot,,,
6431,בפרעות,in pogroms / in riots,bifra'ot,,,
6432,בפרעות,in the pogroms / in the riots,bapra'ot,,,
6433,גדי,young goat / Capricorn,gdi,,,
6434,סגירת,closing of,sgirat,,,
6435,מבצעי,the people who perform [X],mevats'ei,,,
6436,מאורעות,events,me'ora'ot,,,
6437,המנהרות,the tunnels,haminharot,,,
6438,עתיקות,ancient / old (f.pl.) / antiquities,atikot,,,
6439,חבריו,his friends,khaverav,,,
6440,המגורים,the residence / the stimulated (m.pl.),hamegurim,,,
6441,משקאות,drinks,mashka'ot,,,
6442,מעיינות,springs,ma'ayanot,,,
6443,התאחדות,association,hit'akhadut,,,
6444,רשויות,authorities,rashuyot,,,
6445,צינורות,pipes,tsinorot,,,
6446,מייצג,represents (m.s.),meyatseg,,,
6447,מושגים,concepts / obtained / achieved (m.pl.),musagim,,,
6448,לתרבות,to/for civilization / to/for culture,letarbut,,,
6449,לתרבות,to/for the civilization / to/for the culture,latarbut,,,
6450,לשרוד,to survive,lisrod,,,
6451,תא,cell,ta,,,
6452,פלגת,group of (mil.) / division of (family),palgat,,,
6453,גופם,their body,gufam,,,
6454,בתחומים,in fields / in areas / in ranges,bitkhumim,,,
6455,בתחומים,in the fields / in the areas / in the ranges,batkhumim,,,
6456,בדיעבד,post factum,bedi'avad,,,
6457,מנסים,try (m.pl.),menasim,,,
6458,ידועות,known (f.pl.),yedu'ot,,,
6459,השימור,the conservation,hashimur,,,
6460,הקשור,that/who is tied / that/who is linked / that/who is connected (m.s.),hakashur,,,
6461,בקלפי,at the poll / in the polling booth,bakalpi,,,
6462,ליברליות,liberalism,liberaliyut,,,
6463,ליברליות,liberal (f.pl.),liberaliyot,,,
6464,מורה,teacher,more,,,
6465,יציבה,stable (f.s.),yatsiva,,,
6466,תאוריית,the theory of,te'oryat,,,
6467,זיקה,affinity / linkage / disposition,zika,,,
6468,לתואר,to/for a title / to/for a degree / to/for an adjective / to/for an appearance / to/for a shape,leto'ar,,,
6469,לתואר,to/for the title / to/for the degree / to/for the adjective / to/for the appearance / to/for the shape,lato'ar,,,
6470,תפוצת,the distribution of,tfutsat,,,
6471,אמנותי,artistic (m.s.) / my art,omanuti,,,
6472,הכדורגל,the football / the soccer,hakaduregel,,,
6473,בירה,capital,bira,,,
6474,בירה,beer,bira,,,
6475,נפח,volume,nefakh,,,
6476,נפח,blacksmith,napakh,,,
6477,השיגעון,the madness / the insanity,hashiga'on,,,
6478,מטפל,the care giver / treats / handles (m.s.),metapel,,,
6479,במאים,directors,bama'im,,,
6480,הגייה,pronunciation,hagiya,,,
6481,הוריו,his parents,horav,,,
6482,להיכל,to a palace / to a temple,leheykhal,,,
6483,להיכל,to the palace / to the temple,laheykhal,,,
6484,סרטון,film strip,sirton,,,
6485,נגן,player (of music),nagan,,,
6486,נגן,play (music) (m.s. imperative),nagen,,,
6487,החזרה,return / giving back,hakhzara,,,
6488,החזרה,the repetition / the rehearsal,hakhazara,,,
6489,הפואמה,the poem,hapo'ema,,,
6490,לנוער,for youth / for the youth of,leno'ar,,,
6491,לנוער,for the youth,leno'ar,,,
6492,התופעות,the phenomena,hatofa'ot,,,
6493,הדומים,the similar (m.pl.),hadomim,,,
6494,רוכב,rides (m.s.),rokhev,,,
6495,המימן,the hydrogen,hameiman,,,
6496,החיידקים,the bacteria,hakhaydakim,,,
6497,הכדורסל,the basketball,hakadursal,,,
6498,גלוקוז,glucose,glukoz,,,
6499,גומלין,reciprocal / mutual,gomlin,,,
6500,ברומח,by/with the lance,baromakh,,,
6501,ברומח,by/with a lance,beromakh,,,
6502,רומח,spear / lance,romakh,,,
6503,סיבובים,rotations / revolutions / whirls,sivuvim,,,
6504,לתחרות,to/for a competition,letakharut,,,
6505,לתחרות,to/for the competition,latakharut,,,
6506,פיזיולוגיה,physiology,fiziologia,,,
6507,מכילים,contain (m.pl.),mekhilim,,,
6508,בטמפרטורות,at temperatures,betemperaturot,,,
6509,חיזור,courting / reduction (chemistry),khizur,,,
6510,ירדתי,I went down / I came down / I descended,yaradeti,,,
6511,אצלי,in my possession / at my place / near me,etsli,,,
6512,כולנו,all of us,kulanu,,,
6513,לבנין,to a building / for the building of,lebinyan,,,
6514,וכה,and so,veko,,,
6515,וכה,thither [hither and thither],vakho,,,
6516,שלשול,diarrhea / earthworm,shilshul,,,
6517,שזיפים,plums,shezifim,,,
6518,ענפיו,its branches,anafav,,,
6519,להציע,to propose / to suggest / to offer,lehatsi'a,,,
6520,בשמש,in the sun,bashemesh,,,
6521,בשלום,in peace,beshalom,,,
6522,מלכת,queen of,malkat,,,
6523,מאין,from where,me'ayin,,,
6524,חרושת,industry / manufacture,kharoshet,,,
6525,מתוק,sweet (m.s.),matok,,,
6526,לתוכה,into her/it,letokha,,,
6527,פיה,nozzle / mouthpiece,piya,,,
6528,פיה,fairy,feya,,,
6529,עופרת,lead,oferet,,,
6530,ציינו,noted / marked / pointed out (pl.),tsiyenu,,,
6531,נחתם,was signed,nekhtam,,,
6532,להודיע,to notify,lehodi'a,,,
6533,ויאמר,and he will say,veyomar,,,
6534,ויאמר,and he shall say / and he said (biblical),va'yomer,,,
6535,ויאמר,and will be said,veye'amer,,,
6536,הישנים,the old (m.pl.),hayeshanim,,,
6537,הישנים,the sleeping (m.pl.),hayeshenim,,,
6538,ההכרה,the recognition / the consciousness,hahakara,,,
6539,הס,quite,has,,,
6540,דיברו,spoke / talked (pl.),dibru,,,
6541,בכבוד,respectfully / with honor,bekhavod,,,
6542,צמודה,attached / linked / adjacent (f.s.),tsmuda,,,
6543,משך,duration,meshekh,,,
6544,משך,pulled / attracted / withdrew,mashakh,,,
6545,מנוחה,rest,menukha,,,
6546,מנוחה,deceased (f.s.),menokha,,,
6547,זכוכית,glass,zkhukhit,,,
6548,הזרעים,the seeds,hazra'im,,,
6549,החרדים,the fearful / the anxious / the ultra-orthodox (m.pl.),hakharedim,,,
6550,הבגדים,the clothes,habgadim,,,
6551,הטובות,the good / the favors (f.pl.),hatovot,,,
6552,בדברים,in the things / in the matters / in the words / in the speech / in the things that were said,badvarim,,,
6553,בדברים,talked / negotiated,[ba] bidvarim,,,
6554,מצליחים,succeed / successful (m.pl.),matslikhim,,,
6555,לשדה,to the field,lasade,,,
6556,לשדה,to a field,lesade,,,
6557,שהעניק,that/who gave (m.s.),shehe'enik,,,
6558,עונש,punishment,onesh,,,
6559,עצום,huge (m.s.),atsum,,,
6560,חלש,weak (m.s.),khalash,,,
6561,חופשיות,free (f.s.),khofshiyot,,,
6562,הידיעות,the news,hayedi'ot,,,
6563,הידיעה,the knowledge / the news,hayedi'a,,,
6564,הולכי,the walkers of,holekhei,,,
6565,הולכי,pedestrians,holkhey [regel],,,
6566,השתנה,changed (m.s.),hishtana,,,
6567,השחורים,the black (m.pl.),hashkhorim,,,
6568,האותיות,the letters,ha'otiyot,,,
6569,האנושיות,the humanism,ha'enoshiyut,,,
6570,האנושיות,the humane (f.pl.),ha'enoshiyot,,,
6571,הסכנה,the danger / the risk,hasakana,,,
6572,במקצת,somewhat / slightly,bemiktsat,,,
6573,בחר,chose / selected / voted (m.s.),bakhar,,,
6574,נענה,answered / agreed / was answered (m.s.),na'ana,,,
6575,נסיעה,drive / travel,nesi'a,,,
6576,משרת,servant / serves (m.s.),mesharet,,,
6577,מפורט,detailed (m.s.),meforat,,,
6578,מהארץ,from the country / from Israel,meha'arets,,,
6579,מטופל,patient / taken care of / person who is taken care of (m.s.),metupal,,,
6580,מסודרים,organized / settled (m.pl.),mesudarim,,,
6581,להכריע,to decide / to overpower,lehakhri'a,,,
6582,לרגלי,at the feet of,leraglei,,,
6583,לרגלי,at my feet / to/for my legs,leraglai,,,
6584,ומאז,and since then,ume'az,,,
6585,ולו,and to/for him / and he has / and he had,velo,,,
6586,ולו,even if,velu,,,
6587,ואחרות,and other (f.pl.) / and others (f.),ve'akherot,,,
6588,והחלו,and started (pl.),vehekhelu,,,
6589,שלחו,sent (pl.),shalkhu,,,
6590,שלטה,ruled (f.s.),shalta,,,
6591,ששמו,that/who placed / that/who put (pl.),shesamu,,,
6592,שעלו,that/who went up / that/who climbed / that/who increased / who immigrated (pl.),she'alu,,,
6593,שכונתה,that/who was named (f.s.),shekunta,,,
6594,פוגע,hits / damages / offensive (m.s.),poge'a,,,
6595,פשרה,compromise / conciliation,pshara,,,
6596,פנימית,internal (f.s.),pnimit,,,
6597,עבודתם,their work,avodatam,,,
6598,חיפוש,search,khipus,,,
6599,איכרים,peasants / farmers,ikarim,,,
6600,זוהר,glowing / shining,zoher,,,
6601,זוהר,glow / shine,zohar,,,
6602,חשיבותו,his importance / its importance,khashivuto,,,
6603,כפול,double,kaful,,,
6604,המוקדמות,the early / the preliminary (f.pl.),hamukdamot,,,
6605,היקף,perimeter/ circumference / scope,hekef,,,
6606,התיק,the bag / the case / the file / the portfolio,hatik,,,
6607,התקדם,advanced / made a progress (m.s.),hitkadem,,,
6608,התפילה,the prayer,hatfila,,,
6609,השמרנית,the conservative (f.s.),hashamranit,,,
6610,החשובה,the important (f.s.),hakhashuva,,,
6611,הכפרים,the villages,hakfarim,,,
6612,הרים,mountains,harim,,,
6613,הרים,lifted (m.s.),herim,,,
